Row ID,Order ID,Order Date,Date Key,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Profit
2384,AMER-2021-117534,3/26/2021,20210326,Nikhil Jayashankar,United States,Philadelphia,AMER,NAMER,AnyCompany 26,1019,Tech,SMB,ChatBot Plugin,6WJDCR9Q8Z,16.02,9,0,4.4856
2385,AMER-2021-117534,3/26/2021,20210326,Nikhil Jayashankar,United States,Philadelphia,AMER,NAMER,AnyCompany 26,1019,Tech,SMB,ContactMatcher,UE3XB35VWS,185.92,4,0.2,62.748
2386,AMER-2021-117534,3/26/2021,20210326,Nikhil Jayashankar,United States,Philadelphia,AMER,NAMER,AnyCompany 26,1019,Tech,SMB,Site Analytics,NE8S0J8H8C,211.168,4,0.2,15.8376
2387,AMER-2021-117534,3/26/2021,20210326,Nikhil Jayashankar,United States,Philadelphia,AMER,NAMER,AnyCompany 26,1019,Tech,SMB,Alchemy,TZIXINN5WI,479.984,2,0.2,59.998
2388,AMER-2019-145065,12/12/2019,20191212,Wang Xiulan,United States,Seattle,AMER,NAMER,ExampleCorp 25,1073,Consumer Products,SMB,Storage,PXGCFUMGW5,7.86,2,0,3.6156
2389,AMER-2019-145065,12/12/2019,20191212,Wang Xiulan,United States,Seattle,AMER,NAMER,ExampleCorp 25,1073,Consumer Products,SMB,ContactMatcher,92NRR9KNS1,24.448,2,0.2,8.8624
2390,EMEA-2019-127040,12/6/2019,20191206,Shirley Rodriguez,United Kingdom,London,EMEA,UKIR,ExampleCorp 21,1098,Transportation,SMB,Support,VS2YJMN6SU,6.48,1,0,3.1104
2391,EMEA-2019-127040,12/6/2019,20191206,Shirley Rodriguez,United Kingdom,London,EMEA,UKIR,ExampleCorp 21,1098,Transportation,SMB,Support,61Z7G73Q5Q,41.86,7,0,20.5114
2392,EMEA-2019-127040,12/6/2019,20191206,Shirley Rodriguez,United Kingdom,London,EMEA,UKIR,ExampleCorp 21,1098,Transportation,SMB,Data Smasher,4Q96UZ7BQ1,1619.91,9,0,97.1946
2393,EMEA-2019-127040,12/6/2019,20191206,Sofía Martínez,United Kingdom,London,EMEA,UKIR,ExampleCorp 21,1098,Transportation,SMB,SaaS Connector Pack,QYWP7JDDUN,113.92,4,0,42.1504
2394,APJ-2020-128111,3/18/2020,20200318,Mateo Jackson,South Korea,Seoul,APJ,APAC,AnyCompany 19,1065,Finance,SMB,ChatBot Plugin,IJLSQ9N82H,39.68,2,0,10.3168
2395,EMEA-2019-137897,11/14/2019,20191114,Márcia Oliveira,United Kingdom,London,EMEA,UKIR,ExampleCorp 29,1056,Energy,Strategic,Data Smasher,OIRR27CM0I,37.6,2,0,2.256
2396,EMEA-2019-137897,11/14/2019,20191114,Márcia Oliveira,United Kingdom,London,EMEA,UKIR,ExampleCorp 29,1056,Energy,Strategic,Data Smasher,C87I74NS0M,59.9,2,0,23.96
2397,EMEA-2019-137897,11/14/2019,20191114,Márcia Oliveira,United Kingdom,London,EMEA,UKIR,ExampleCorp 29,1056,Energy,Strategic,Support,OZL6VQ2QAS,37,5,0,16.65
2398,AMER-2021-169264,8/15/2021,20210815,Liu Jie,United States,Los Angeles,AMER,NAMER,ExampleCorp 2,1070,Finance,SMB,FinanceHub,95U7Y2HMZI,5.76,2,0,2.8224
2399,AMER-2021-169264,8/15/2021,20210815,Liu Jie,United States,Los Angeles,AMER,NAMER,ExampleCorp 2,1070,Finance,SMB,ChatBot Plugin,0S023Z1V01,16.68,6,0,4.3368
2400,AMER-2021-147361,9/10/2021,20210910,Liu Jie,Colombia,Bogotá,AMER,LATAM,ExampleCorp 1,1033,Tech,Strategic,Marketing Suite - Gold,EBNYHAJLT4,628.81,7,0,12.5762
2401,AMER-2021-147361,9/10/2021,20210910,Liu Jie,Colombia,Bogotá,AMER,LATAM,ExampleCorp 1,1033,Tech,Strategic,Marketing Suite - Gold,71CCNUBDD3,56.45,5,0,14.677
2402,EMEA-2021-145877,4/2/2021,20210402,John Stiles,Poland,Warsaw,EMEA,EU-WEST,ExampleCorp 18,1068,Finance,SMB,Marketing Suite - Gold,1PJCY5V2CJ,94.2,6,0,23.55
2403,EMEA-2021-145877,4/2/2021,20210402,John Stiles,Poland,Warsaw,EMEA,EU-WEST,ExampleCorp 18,1068,Finance,SMB,SaaS Connector Pack - Gold,YZ8L5J0BNU,28.4,5,0,13.348
2404,APJ-2020-110170,9/28/2020,20200928,Wang Xiulan,Japan,Kanagawa,APJ,JAPN,AnyCompany 19,1065,Finance,Strategic,Marketing Suite,W6XY4SSX27,956.6648,7,0.32,-225.0976
2405,AMER-2021-108574,10/8/2021,20211008,Nikki Wolf,United States,New York City,AMER,NAMER,AnyCompany 41,1040,Finance,SMB,Data Smasher,JCDU84KUDZ,1115.91,9,0,200.8638
2406,AMER-2021-108574,10/8/2021,20211008,Nikki Wolf,United States,New York City,AMER,NAMER,AnyCompany 41,1040,Finance,SMB,Site Analytics,9AY5QTDE5B,128.744,7,0.2,-28.9674
2407,AMER-2021-108574,10/8/2021,20211008,Nikki Wolf,United States,New York City,AMER,NAMER,AnyCompany 41,1040,Finance,SMB,Site Analytics,2RILU9XS6J,79.92,10,0.2,26.973
2408,AMER-2021-144589,1/21/2021,20210121,Kwesi Manu,United States,Los Angeles,AMER,NAMER,ExampleCorp 39,1084,Consumer Products,SMB,ChatBot Plugin,KCCVBW2ES6,24.2,5,0,7.986
2409,AMER-2021-144589,1/21/2021,20210121,Kwesi Manu,United States,Los Angeles,AMER,NAMER,ExampleCorp 39,1084,Consumer Products,SMB,Site Analytics,D3XKREBHC9,359.976,3,0.2,130.4913
2410,AMER-2021-155985,3/24/2021,20210324,Wang Xiulan,United States,Los Angeles,AMER,NAMER,ExampleCorp 46,1092,Healthcare,Enterprise,SaaS Connector Pack,E87GIS4EN3,211.84,8,0,76.2624
2411,EMEA-2018-162684,8/1/2018,20180801,Shirley Rodriguez,France,Paris,EMEA,EU-WEST,AnyCompany 22,1016,Manufacturing,Enterprise,Storage,7UT02TJTTY,5.68,2,0.2,1.917
2412,AMER-2019-142041,6/7/2019,20190607,Diego Ramirez,United States,New York City,AMER,NAMER,ExampleCorp 27,1074,Healthcare,Strategic,ContactMatcher,NUN6FRQO6X,7.52,5,0.2,2.632
2413,AMER-2018-151295,11/12/2018,20181112,Nikhil Jayashankar,United States,New York City,AMER,NAMER,AnyCompany 9,1007,Healthcare,SMB,Support,3P30GCKAQR,11.96,2,0,5.8604
2414,AMER-2018-151295,11/12/2018,20181112,Nikhil Jayashankar,United States,New York City,AMER,NAMER,AnyCompany 9,1007,Healthcare,SMB,ContactMatcher,WK85AMST2Y,629.064,3,0.2,31.4532
2415,EMEA-2020-156300,12/30/2020,20201230,Wang Xiulan,Italy,Milan,EMEA,EU,ExampleCorp 21,1098,Transportation,SMB,FinanceHub,WCUIMC5GO9,754.45,5,0,60.356
2416,APJ-2019-146087,7/6/2019,20190706,Efua Owusu,South Korea,Incheon,APJ,APAC,ExampleCorp 16,1050,Manufacturing,Enterprise,Marketing Suite,EWIYYPYTEQ,301.96,2,0,60.392
2417,APJ-2021-168655,10/13/2021,20211013,Nikhil Jayashankar,New Zealand,Auckland,APJ,ANZ,ExampleCorp 28,1075,Consumer Products,Strategic,Data Smasher,S4U1VBXAY8,595,5,0,95.2
2418,APJ-2021-168655,10/13/2021,20211013,Nikhil Jayashankar,New Zealand,Auckland,APJ,ANZ,ExampleCorp 28,1075,Consumer Products,Strategic,ContactMatcher,XM9O5SSHZ9,79.872,3,0.2,29.952
2419,EMEA-2020-107202,5/22/2020,20200522,Nikki Wolf,Israel,Jerusalem,EMEA,EU-EAST,ExampleCorp 24,1058,Energy,Strategic,Big Ol Database,WV9B1NZ7XH,2396.4,10,0.2,179.73
2420,AMER-2021-159597,11/10/2021,20211110,Li Juan,United States,Austin,AMER,NAMER,ExampleCorp 52,1097,Communications,Strategic,Marketing Suite - Gold,2U1TN6962Q,63.56,2,0,3.178
2421,AMER-2021-159597,11/10/2021,20211110,Li Juan,United States,Austin,AMER,NAMER,ExampleCorp 52,1097,Communications,Strategic,Data Smasher,P3LNAWU7NU,99.99,1,0,43.9956
2422,APJ-2020-155551,4/19/2020,20200419,Liu Jie,Australia,Hobart,APJ,ANZ,ExampleCorp 46,1092,Healthcare,Enterprise,Marketing Suite - Gold,GJ9WHZCPQM,230.376,3,0.2,-48.9549
2423,APJ-2020-155551,4/19/2020,20200419,Liu Jie,Australia,Hobart,APJ,ANZ,ExampleCorp 46,1092,Healthcare,Enterprise,Support,X2KNL2RORD,9.664,2,0.2,3.2616
2424,AMER-2021-147669,12/26/2021,20211226,Efua Owusu,Mexico,Puerto Vallarta,AMER,LATAM,AnyCompany 29,1022,Communications,SMB,Data Smasher,NLGQOF3RX7,158.928,7,0.2,41.7186
2425,AMER-2021-147669,12/26/2021,20211226,Efua Owusu,Mexico,Puerto Vallarta,AMER,LATAM,AnyCompany 29,1022,Communications,SMB,ContactMatcher,PVZSIMDHNS,13.023,1,0.7,-10.4184
2426,AMER-2021-147669,12/26/2021,20211226,Efua Owusu,Mexico,Puerto Vallarta,AMER,LATAM,AnyCompany 29,1022,Communications,SMB,ContactMatcher,RSR76NIHQO,273.06,2,0.4,-104.673
2427,AMER-2021-147669,12/26/2021,20211226,Efua Owusu,Mexico,Tijuana,AMER,LATAM,AnyCompany 29,1022,Communications,SMB,Storage,QEN1TEXIZH,39.312,13,0.2,12.7764
2428,APJ-2020-169922,6/12/2020,20200612,Nikhil Jayashankar,Japan,Hyogo,APJ,JAPN,AnyCompany 5,1003,Finance,Strategic,ContactMatcher,8ZBGP7V9OR,1.344,4,0.8,-2.1504
2429,APJ-2020-169922,6/12/2020,20200612,Nikhil Jayashankar,Japan,Hyogo,APJ,JAPN,AnyCompany 5,1003,Finance,Strategic,ContactMatcher,W07H6BETPP,8.272,4,0.8,-13.6488
2430,APJ-2020-169922,6/12/2020,20200612,Nikhil Jayashankar,Japan,Hyogo,APJ,JAPN,AnyCompany 5,1003,Finance,Strategic,SaaS Connector Pack,TKODOO4ZZB,12.544,7,0.6,-9.0944
2431,AMER-2021-100748,5/14/2021,20210514,Martha Rivera,United States,Los Angeles,AMER,NAMER,ExampleCorp 10,1060,Retail,Enterprise,FinanceHub,0VNO6MK76B,58.48,8,0,27.4856
2432,AMER-2021-129805,12/29/2021,20211229,Wang Xiulan,Canada,Toronto,AMER,NAMER,AnyCompany 19,1065,Finance,Strategic,SaaS Connector Pack,81P4F05UO2,7.4,2,0,3.034
2433,EMEA-2018-148586,3/25/2018,20180325,Martha Rivera,United Kingdom,London,EMEA,UKIR,AnyCompany 4,1080,Finance,SMB,FinanceHub,6SVS7S7OX8,366.786,7,0.1,65.2064
2434,APJ-2021-112613,5/29/2021,20210529,Kwesi Manu,Japan,Tokyo,APJ,JAPN,AnyCompany 4,1080,Finance,SMB,Site Analytics,8XO0FVN9V4,54.368,4,0.2,4.0776
2435,EMEA-2019-154746,11/14/2019,20191114,Márcia Oliveira,Spain,Madrid,EMEA,EU-WEST,ExampleCorp 29,1056,Energy,Strategic,SaaS Connector Pack - Gold,5N6IT412AM,33.96,2,0,16.98
2436,EMEA-2019-154746,11/14/2019,20191114,Márcia Oliveira,Spain,Madrid,EMEA,EU-WEST,ExampleCorp 29,1056,Energy,Strategic,OneView,A8SF29S7AH,826.11,3,0,322.1829
2437,APJ-2021-140053,7/4/2021,20210704,Mary Major,New Zealand,Auckland,APJ,ANZ,ExampleCorp 30,1077,Consumer Products,SMB,SaaS Connector Pack,SXBGQGFP6U,545.85,9,0,114.6285
2438,EMEA-2018-164210,11/18/2018,20181118,Paulo Santos,Russia,Moscow,EMEA,EU-EAST,ExampleCorp 35,1043,Manufacturing,SMB,ContactMatcher,10V574OMSY,145.98,2,0.5,-99.2664
2439,EMEA-2018-164210,11/18/2018,20181118,Paulo Santos,Russia,Moscow,EMEA,EU-EAST,ExampleCorp 35,1043,Manufacturing,SMB,Support,ASLVLPG93Y,35.808,4,0.2,12.5328
2440,EMEA-2021-139948,7/18/2021,20210718,Martha Rivera,Germany,Cologne,EMEA,EU-WEST,ExampleCorp 24,1058,Energy,SMB,SaaS Connector Pack,6H4UEZV2W8,7.904,2,0.2,2.1736
2441,AMER-2020-146934,5/23/2020,20200523,Liu Jie,Argentina,Rosario,AMER,LATAM,AnyCompany 24,1023,Energy,SMB,Site Analytics,EM73HCX9Y3,345,5,0,86.25
2442,AMER-2020-146934,5/23/2020,20200523,Liu Jie,Argentina,Rosario,AMER,LATAM,AnyCompany 24,1023,Energy,SMB,ContactMatcher,JHSZL2UF9X,174.286,2,0.3,-19.9184
2443,AMER-2020-146934,5/23/2020,20200523,Liu Jie,Argentina,Rosario,AMER,LATAM,AnyCompany 24,1023,Energy,SMB,OneView,JSW4I0I99P,662.84,4,0,172.3384
2444,AMER-2020-146934,5/23/2020,20200523,Liu Jie,Argentina,Rosario,AMER,LATAM,AnyCompany 24,1023,Energy,SMB,Data Smasher,QMVUW8MYFO,95.1,5,0,30.432
2445,AMER-2020-146934,5/23/2020,20200523,Liu Jie,Argentina,Rosario,AMER,LATAM,AnyCompany 24,1023,Energy,SMB,SaaS Connector Pack - Gold,X23RZGUES6,26.88,6,0,12.9024
2446,AMER-2020-146934,5/23/2020,20200523,Liu Jie,Argentina,Rosario,AMER,LATAM,AnyCompany 24,1023,Energy,SMB,Site Analytics,LDXR17Q72Y,257.98,2,0,74.8142
2447,AMER-2019-100573,9/25/2019,20190925,Nikhil Jayashankar,United States,New York City,AMER,NAMER,ExampleCorp 25,1073,Consumer Products,SMB,SaaS Connector Pack - Gold,9CMPU6J7O9,17.48,2,0,8.2156
2448,EMEA-2020-119165,11/1/2020,20201101,Kwesi Manu,France,Paris,EMEA,EU-WEST,AnyCompany 25,1038,Healthcare,SMB,FinanceHub,136Q306JH5,492.835,5,0.3,-14.081
2449,AMER-2019-128027,9/14/2019,20190914,Martha Rivera,Colombia,Medellín,AMER,LATAM,ExampleCorp 11,1044,Energy,SMB,Marketing Suite - Gold,Q8DPONVUKC,269.49,3,0,5.3898
2450,AMER-2020-140207,11/6/2020,20201106,Kwesi Manu,United States,Chicago,AMER,NAMER,ExampleCorp 32,1031,Energy,Enterprise,ContactMatcher,ZVKIWBA0BX,29.12,5,0.2,9.828
2451,EMEA-2021-140949,3/18/2021,20210318,Richard Roe,United Kingdom,London,EMEA,UKIR,ExampleCorp 43,1100,Finance,SMB,FinanceHub,LALSYHZXXT,18.75,5,0,9
2452,EMEA-2021-140949,3/18/2021,20210318,Richard Roe,United Kingdom,London,EMEA,UKIR,ExampleCorp 43,1100,Finance,SMB,Site Analytics,SERX4O04RR,119.7,6,0,31.122
2453,EMEA-2021-140949,3/18/2021,20210318,Richard Roe,United Kingdom,London,EMEA,UKIR,ExampleCorp 43,1100,Finance,SMB,ContactMatcher,QBLLJQD2VJ,9.144,3,0.2,3.0861
2454,EMEA-2021-140949,3/18/2021,20210318,Richard Roe,United Kingdom,London,EMEA,UKIR,ExampleCorp 43,1100,Finance,SMB,Data Smasher,R3CEUPVXBZ,57.06,3,0,18.2592
2455,EMEA-2021-140949,3/18/2021,20210318,Richard Roe,United Kingdom,London,EMEA,UKIR,ExampleCorp 43,1100,Finance,SMB,Data Smasher,TMQ8VVRE0F,71.6,8,0,13.604
2456,EMEA-2021-140949,3/18/2021,20210318,Richard Roe,United Kingdom,London,EMEA,UKIR,ExampleCorp 43,1100,Finance,SMB,Marketing Suite - Gold,I3BUU4X0KJ,107.44,8,0,27.9344
2457,EMEA-2021-140949,3/18/2021,20210318,Richard Roe,United Kingdom,London,EMEA,UKIR,ExampleCorp 43,1100,Finance,SMB,FinanceHub,F4PRA7D0ZV,7.31,1,0,3.4357
2458,EMEA-2021-140949,3/18/2021,20210318,Richard Roe,United Kingdom,London,EMEA,UKIR,ExampleCorp 43,1100,Finance,SMB,ChatBot Plugin,NRXZWOVEZJ,59.1,6,0,22.458
2459,EMEA-2021-140949,3/18/2021,20210318,Richard Roe,United Kingdom,London,EMEA,UKIR,ExampleCorp 43,1100,Finance,SMB,Marketing Suite - Gold,PV8M2T08DR,46.53,3,0,12.0978
2460,AMER-2021-138548,8/16/2021,20210816,John Doe,Argentina,Rosario,AMER,LATAM,ExampleCorp 9,1057,Retail,SMB,OneView,WGLRLL1DKG,97.84,2,0,25.4384
2461,AMER-2019-142419,7/11/2019,20190711,Kwesi Manu,Canada,Toronto,AMER,NAMER,AnyCompany 12,1008,Tech,SMB,Support,6WSO4F7K6L,29.97,3,0,13.4865
2462,AMER-2019-142419,7/11/2019,20190711,Kwesi Manu,Canada,Toronto,AMER,NAMER,AnyCompany 12,1008,Tech,SMB,ContactMatcher,W7RND2XGJC,98.352,3,0.2,34.4232
2463,EMEA-2021-148691,12/4/2021,20211204,Wang Xiulan,United Kingdom,London,EMEA,UKIR,ExampleCorp 40,1085,Retail,SMB,ContactMatcher,UWQTCQY8LX,83.92,5,0.2,29.372
2464,EMEA-2021-148691,12/4/2021,20211204,Wang Xiulan,United Kingdom,London,EMEA,UKIR,ExampleCorp 40,1085,Retail,SMB,ContactMatcher,VTWAQI8NIK,14.624,2,0.2,5.1184
2465,EMEA-2021-148691,12/4/2021,20211204,Wang Xiulan,United Kingdom,London,EMEA,UKIR,ExampleCorp 40,1085,Retail,SMB,Site Analytics,R89GHV0VC2,136.99,1,0,36.9873
2466,EMEA-2021-148691,12/4/2021,20211204,Wang Xiulan,United Kingdom,London,EMEA,UKIR,ExampleCorp 40,1085,Retail,SMB,FinanceHub,8MJEG4MQU1,3.15,1,0,1.512
2467,EMEA-2021-128755,5/5/2021,20210505,Ana Carolina Silva,Spain,Granada,EMEA,EU-WEST,AnyCompany 32,1026,Retail,SMB,Support,R3BCF4YD9X,9.11,1,0,4.0995
2468,EMEA-2021-128755,5/5/2021,20210505,Ana Carolina Silva,Spain,Granada,EMEA,EU-WEST,AnyCompany 32,1026,Retail,SMB,Marketing Suite - Gold,48C2UQUVWQ,571.44,4,0,165.7176
2469,EMEA-2021-128755,5/5/2021,20210505,Ana Carolina Silva,Spain,Granada,EMEA,EU-WEST,AnyCompany 32,1026,Retail,SMB,Support,UWM4STNG29,32.4,5,0,15.552
2470,EMEA-2021-128755,5/5/2021,20210505,Ana Carolina Silva,Spain,Granada,EMEA,EU-WEST,AnyCompany 32,1026,Retail,SMB,Marketing Suite - Gold,GMLJOL1SFY,16.91,1,0,4.5657
2471,EMEA-2020-135923,1/22/2020,20200122,Martha Rivera,Sweden,Gothenburg,EMEA,NOR,ExampleCorp 30,1077,Consumer Products,SMB,SaaS Connector Pack,VAR6V4BA69,14.272,8,0.2,4.2816
2472,EMEA-2020-135923,1/22/2020,20200122,Martha Rivera,Sweden,Gothenburg,EMEA,NOR,ExampleCorp 30,1077,Consumer Products,SMB,Marketing Suite,7HA4SNQX3G,451.136,4,0.2,-67.6704
2473,EMEA-2020-135923,1/22/2020,20200122,Martha Rivera,Sweden,Gothenburg,EMEA,NOR,ExampleCorp 30,1077,Consumer Products,SMB,OneView,EO33AN8U04,64.864,4,0.2,6.4864
2474,AMER-2020-114972,11/4/2020,20201104,Ana Carolina Silva,United States,New York City,AMER,NAMER,AnyCompany 7,1004,Tech,SMB,FinanceHub,OAFIQ53T55,217.584,2,0.2,-29.9178
2475,AMER-2020-114972,11/4/2020,20201104,Ana Carolina Silva,United States,New York City,AMER,NAMER,AnyCompany 7,1004,Tech,SMB,Data Smasher,G4UZEQTJGJ,82.95,5,0,29.0325
2476,AMER-2020-114972,11/4/2020,20201104,Ana Carolina Silva,United States,New York City,AMER,NAMER,AnyCompany 7,1004,Tech,SMB,FinanceHub,TM0QRBNKZV,87.71,7,0,41.2237
2477,AMER-2020-114972,11/4/2020,20201104,Ana Carolina Silva,United States,New York City,AMER,NAMER,AnyCompany 7,1004,Tech,SMB,OneView,V6OTNDHD9R,1101.48,4,0,429.5772
2478,AMER-2021-102750,9/5/2021,20210905,Efua Owusu,United States,New York City,AMER,NAMER,ExampleCorp 23,1091,Tech,Strategic,ContactMatcher,608ZS2XH2M,1322.352,3,0.2,-99.1764
2479,EMEA-2018-145212,9/13/2018,20180913,Nikki Wolf,United Kingdom,London,EMEA,UKIR,ExampleCorp 37,1081,Communications,SMB,ChatBot Plugin,AIQ2V8Y1DQ,5.46,3,0,1.4742
2480,APJ-2021-141992,6/20/2021,20210620,Mary Major,Japan,Aichi,APJ,JAPN,AnyCompany 12,1008,Tech,SMB,Support,9F3CJ6N1JO,11.184,1,0.2,0.8388
2481,APJ-2021-141992,6/20/2021,20210620,Mary Major,Japan,Aichi,APJ,JAPN,AnyCompany 12,1008,Tech,SMB,Marketing Suite - Gold,HTLG7RDQCL,153.584,2,0.2,-32.6366
2482,AMER-2021-147956,12/25/2021,20211225,Nikhil Jayashankar,Canada,Toronto,AMER,NAMER,AnyCompany 39,1009,Manufacturing,SMB,Marketing Suite - Gold,HYXMP7QKDR,1003.62,6,0,0
2483,AMER-2021-126067,8/29/2021,20210829,Liu Jie,Canada,Toronto,AMER,NAMER,ExampleCorp 5,1051,Tech,Enterprise,Site Analytics,N490CC070V,35.168,4,0.2,11.4296
2484,AMER-2021-126067,8/29/2021,20210829,Liu Jie,Canada,Toronto,AMER,NAMER,ExampleCorp 5,1051,Tech,Enterprise,ContactMatcher,AH4Y4XBXNK,1137.75,5,0,250.305
2485,AMER-2021-126067,8/29/2021,20210829,Liu Jie,Canada,Toronto,AMER,NAMER,ExampleCorp 5,1051,Tech,Enterprise,ContactMatcher,1WJJ52HAQV,99.68,5,0.2,32.396
2486,AMER-2021-126067,8/29/2021,20210829,Liu Jie,Canada,Toronto,AMER,NAMER,ExampleCorp 5,1051,Tech,Enterprise,ChatBot Plugin,7QCW8ACWUY,5.56,2,0,1.4456
2487,APJ-2019-104514,1/2/2019,20190102,Martha Rivera,Philippines,Manila,APJ,APAC,AnyCompany 32,1026,Retail,Strategic,Marketing Suite - Gold,MCR46IX2YM,85.52,2,0,22.2352
2488,APJ-2019-104514,1/2/2019,20190102,Martha Rivera,Philippines,Manila,APJ,APAC,AnyCompany 32,1026,Retail,Strategic,ChatBot Plugin,0WMK1WPBFI,9.84,3,0,2.6568
2489,APJ-2019-104514,1/2/2019,20190102,Martha Rivera,Philippines,Manila,APJ,APAC,AnyCompany 32,1026,Retail,Strategic,Support,N6W9E06HSR,20.04,3,0,9.6192
2490,EMEA-2019-141040,10/9/2019,20191009,Jorge Souza,United Kingdom,London,EMEA,UKIR,AnyCompany 2,1002,Healthcare,SMB,Site Analytics,9H9HXJLM09,631.96,4,0,303.3408
2491,EMEA-2019-141040,10/9/2019,20191009,Jorge Souza,United Kingdom,London,EMEA,UKIR,AnyCompany 2,1002,Healthcare,SMB,Support,I7Q5V8A6WE,23.92,4,0,10.764
2492,AMER-2018-113579,12/13/2018,20181213,Nikhil Jayashankar,United States,New York City,AMER,NAMER,ExampleCorp 47,1093,Energy,SMB,Support,A5TEE0E6WM,90.24,6,0,41.5104
2493,EMEA-2018-144624,11/19/2018,20181119,Paulo Santos,United Kingdom,Glasgow,EMEA,UKIR,AnyCompany 30,1024,Energy,SMB,Site Analytics,EKCIL45SA2,4548.81,7,0,1228.1787
2494,APJ-2020-146206,9/11/2020,20200911,Richard Roe,Japan,Tokyo,APJ,JAPN,AnyCompany 39,1009,Manufacturing,SMB,ContactMatcher,4L92I8PDEN,300.93,5,0.3,-34.392
2495,APJ-2020-146206,9/11/2020,20200911,Richard Roe,Japan,Tokyo,APJ,JAPN,AnyCompany 39,1009,Manufacturing,SMB,Site Analytics,41M5BN9T9N,719.96,5,0.2,53.997
2496,APJ-2018-136644,6/16/2018,20180616,Mateo Jackson,India,Bangalore,APJ,IND,AnyCompany 42,1083,Misc,SMB,FinanceHub,UJN638SJFL,647.84,8,0,32.392
2497,AMER-2019-122371,9/26/2019,20190926,Nikhil Jayashankar,United States,Seattle,AMER,NAMER,ExampleCorp 22,1072,Tech,Enterprise,Marketing Suite - Gold,259R4FINEI,64.17,3,0,18.6093
2498,AMER-2019-122371,9/26/2019,20190926,Nikhil Jayashankar,United States,Seattle,AMER,NAMER,ExampleCorp 22,1072,Tech,Enterprise,SaaS Connector Pack - Gold,2VYBMBBEBK,124.46,2,0,58.4962
2499,AMER-2020-126935,5/20/2020,20200520,John Doe,United States,Los Angeles,AMER,NAMER,ExampleCorp 28,1075,Consumer Products,Strategic,ContactMatcher,0PIM1WDSLP,9.584,1,0.2,3.3544
2500,EMEA-2021-133781,6/23/2021,20210623,Nikki Wolf,Germany,Hamburg,EMEA,EU-WEST,ExampleCorp 37,1081,Communications,SMB,SaaS Connector Pack - Gold,CDZ3B8A36V,37.608,3,0.2,12.6927
2501,APJ-2021-131618,6/18/2021,20210618,Akua Mansa,Australia,Brisbane,APJ,ANZ,ExampleCorp 40,1085,Retail,Strategic,Support,KOPRII3XUG,12.224,2,0.2,4.4312
2502,APJ-2021-131618,6/18/2021,20210618,Akua Mansa,Australia,Brisbane,APJ,ANZ,ExampleCorp 40,1085,Retail,Strategic,ContactMatcher,0SDK1T6GA3,2.304,4,0.8,-3.5712
2503,APJ-2021-131618,6/18/2021,20210618,Akua Mansa,Australia,Brisbane,APJ,ANZ,ExampleCorp 40,1085,Retail,Strategic,ContactMatcher,LYLJDSIK54,9.36,4,0.8,-16.38
2504,AMER-2020-149482,11/15/2020,20201115,Ana Carolina Silva,United States,Los Angeles,AMER,NAMER,ExampleCorp 8,1055,Healthcare,SMB,FinanceHub,RVX7H3DBXO,7.38,2,0,3.4686
2505,AMER-2018-143917,7/25/2018,20180725,Efua Owusu,United States,Los Angeles,AMER,NAMER,ExampleCorp 40,1085,Retail,SMB,Marketing Suite - Gold,S07T18ALJF,53.72,4,0,15.0416
2506,AMER-2018-143917,7/25/2018,20180725,Efua Owusu,United States,Los Angeles,AMER,NAMER,ExampleCorp 40,1085,Retail,SMB,Support,VW5YAKBYXO,8187.65,5,0,327.506
2507,AMER-2018-143917,7/25/2018,20180725,Efua Owusu,United States,Los Angeles,AMER,NAMER,ExampleCorp 40,1085,Retail,SMB,SaaS Connector Pack,X4PL51Q2PB,77.92,8,0,34.2848
2508,APJ-2019-120397,7/2/2019,20190702,Márcia Oliveira,Japan,Tokyo,APJ,JAPN,AnyCompany 13,1010,Communications,SMB,OneView,T27GNLOJLC,32.784,4,0.8,-85.2384
2509,AMER-2021-163902,3/3/2021,20210303,Ana Carolina Silva,United States,New York City,AMER,NAMER,ExampleCorp 26,1018,Energy,Strategic,Site Analytics,WQUGVC6B4U,196.776,3,0.2,14.7582
2510,AMER-2021-163902,3/3/2021,20210303,Ana Carolina Silva,United States,New York City,AMER,NAMER,ExampleCorp 26,1018,Energy,Strategic,Data Smasher,5EESMURCWU,479.94,6,0,52.7934
2511,APJ-2020-136812,11/19/2020,20201119,María García,Singapore,Singapore,APJ,APAC,AnyCompany 36,1034,Energy,Enterprise,Marketing Suite - Gold,2LVZQ54LP6,1117.92,4,0,55.896
2512,EMEA-2019-102722,4/18/2019,20190418,Martha Rivera,Czech Republic,Prague,EMEA,EU-EAST,AnyCompany 13,1010,Communications,SMB,Data Smasher,H0HXQK2Q6Q,106.5,6,0,41.535
2513,EMEA-2021-155089,12/3/2021,20211203,Márcia Oliveira,Germany,Cologne,EMEA,EU-WEST,ExampleCorp 49,1046,Manufacturing,Enterprise,ContactMatcher,EKCLQCSCQC,45.66,5,0.7,-33.484
2514,APJ-2020-124506,11/12/2020,20201112,Márcia Oliveira,Australia,Sydney,APJ,ANZ,AnyCompany 8,1005,Finance,Strategic,Data Smasher,RYZM9HU6CP,95.968,4,0.2,1.1996
